date,away,home,away_score,home_score,winner,winner_is_home,slot
2024-09-23,SSG Landers,Doosan Bears,4.0,8.0,Doosan Bears,True,
2024-09-23,Samsung Lions,KIA Tigers,3.0,5.0,KIA Tigers,True,
2024-09-24,NC Dinos,Doosan Bears,5.0,10.0,Doosan Bears,True,
2024-09-24,LG Twins,SSG Landers,14.0,5.0,LG Twins,False,
2024-09-24,Lotte Giants,KT Wiz Suwon,1.0,5.0,KT Wiz Suwon,True,
2024-09-24,Samsung Lions,KIA Tigers,1.0,7.0,KIA Tigers,True,
2024-09-24,Hanwha Eagles,Kiwoom Heroes,4.0,5.0,Kiwoom Heroes,True,
2024-09-25,SSG Landers,NC Dinos,8.0,2.0,SSG Landers,False,
2024-09-25,Hanwha Eagles,LG Twins,4.0,2.0,Hanwha Eagles,False,
2024-09-25,Lotte Giants,KIA Tigers,5.0,2.0,Lotte Giants,False,
2024-09-25,Kiwoom Heroes,Samsung Lions,3.0,6.0,Samsung Lions,True,
2024-09-26,Kiwoom Heroes,LG Twins,3.0,6.0,LG Twins,True,
2024-09-26,Doosan Bears,Lotte Giants,4.0,3.0,Doosan Bears,False,
2024-09-26,SSG Landers,NC Dinos,10.0,1.0,SSG Landers,False,
2024-09-27,KIA Tigers,Hanwha Eagles,0.0,8.0,Hanwha Eagles,True,
2024-09-27,NC Dinos,Lotte Giants,6.0,13.0,Lotte Giants,True,
2024-09-27,Kiwoom Heroes,KT Wiz Suwon,7.0,8.0,KT Wiz Suwon,True,
2024-09-28,SSG Landers,Hanwha Eagles,6.0,2.0,SSG Landers,False,
2024-09-28,KIA Tigers,Lotte Giants,12.0,8.0,KIA Tigers,False,
2024-09-28,LG Twins,Samsung Lions,11.0,4.0,LG Twins,False,
2024-09-28,Doosan Bears,NC Dinos,4.0,3.0,Doosan Bears,False,
2024-09-28,Kiwoom Heroes,KT Wiz Suwon,7.0,10.0,KT Wiz Suwon,True,
2024-09-29,NC Dinos,Hanwha Eagles,7.0,2.0,NC Dinos,False,
2024-09-30,Kiwoom Heroes,SSG Landers,2.0,7.0,SSG Landers,True,
2024-09-30,NC Dinos,KIA Tigers,5.0,10.0,KIA Tigers,True,
2024-10-01,Lotte Giants,NC Dinos,5.0,1.0,Lotte Giants,False,
2025-04-02,Kiwoom Heroes,Doosan Bears,3.0,5.0,Doosan Bears,True,
2025-04-02,LG Twins,KT Wiz Suwon,5.0,9.0,KT Wiz Suwon,True,
2025-04-02,Lotte Giants,Hanwha Eagles,6.0,2.0,Lotte Giants,False,
2025-04-02,Samsung Lions,KIA Tigers,4.0,2.0,Samsung Lions,False,
2025-04-03,Kiwoom Heroes,Doosan Bears,1.0,6.0,Doosan Bears,True,
2025-04-03,LG Twins,KT Wiz Suwon,5.0,1.0,LG Twins,False,
2025-04-03,Samsung Lions,KIA Tigers,1.0,3.0,KIA Tigers,True,
2025-04-03,Lotte Giants,Hanwha Eagles,4.0,2.0,Lotte Giants,False,
2025-04-04,KIA Tigers,LG Twins,2.0,8.0,LG Twins,True,
2025-04-04,KT Wiz Suwon,SSG Landers,2.0,3.0,SSG Landers,True,
2025-04-04,Hanwha Eagles,Samsung Lions,0.0,5.0,Samsung Lions,True,
2025-04-04,NC Dinos,Kiwoom Heroes,1.0,5.0,Kiwoom Heroes,True,
2025-04-04,Doosan Bears,Lotte Giants,15.0,3.0,Doosan Bears,False,
2025-04-05,Hanwha Eagles,Samsung Lions,7.0,6.0,Hanwha Eagles,False,
2025-04-05,Doosan Bears,Lotte Giants,1.0,6.0,Lotte Giants,True,
2025-04-05,NC Dinos,Kiwoom Heroes,7.0,5.0,NC Dinos,False,
2025-04-06,KIA Tigers,LG Twins,1.0,5.0,LG Twins,True,
2025-04-06,KT Wiz Suwon,SSG Landers,0.0,1.0,SSG Landers,True,
2025-04-06,Doosan Bears,Lotte Giants,15.0,12.0,Doosan Bears,False,
2025-04-06,Hanwha Eagles,Samsung Lions,0.0,10.0,Samsung Lions,True,
2025-04-06,NC Dinos,Kiwoom Heroes,8.0,2.0,NC Dinos,False,
2025-04-08,Hanwha Eagles,Doosan Bears,5.0,6.0,Doosan Bears,True,
2025-04-08,KIA Tigers,Lotte Giants,5.0,4.0,KIA Tigers,False,
2025-04-08,SSG Landers,Samsung Lions,3.0,7.0,Samsung Lions,True,
2025-04-08,NC Dinos,KT Wiz Suwon,2.0,3.0,KT Wiz Suwon,True,
2025-04-08,LG Twins,Kiwoom Heroes,13.0,1.0,LG Twins,False,
2025-04-09,LG Twins,Kiwoom Heroes,0.0,4.0,Kiwoom Heroes,True,
2025-04-09,SSG Landers,Samsung Lions,3.0,1.0,SSG Landers,False,
2025-04-09,NC Dinos,KT Wiz Suwon,1.0,4.0,KT Wiz Suwon,True,
2025-04-09,Hanwha Eagles,Doosan Bears,5.0,4.0,Hanwha Eagles,False,
2025-04-09,KIA Tigers,Lotte Giants,3.0,1.0,KIA Tigers,False,
2025-04-10,NC Dinos,KT Wiz Suwon,7.0,0.0,NC Dinos,False,
2025-04-10,Hanwha Eagles,Doosan Bears,7.0,2.0,Hanwha Eagles,False,
2025-04-10,KIA Tigers,Lotte Giants,3.0,8.0,Lotte Giants,True,
2025-04-10,SSG Landers,Samsung Lions,2.0,3.0,Samsung Lions,True,
2025-04-10,LG Twins,Kiwoom Heroes,7.0,3.0,LG Twins,False,
2025-04-11,Kiwoom Heroes,Hanwha Eagles,2.0,12.0,Hanwha Eagles,True,
2025-04-11,SSG Landers,KIA Tigers,9.0,3.0,SSG Landers,False,
2025-04-11,Lotte Giants,NC Dinos,7.0,5.0,Lotte Giants,False,
2025-04-11,Doosan Bears,LG Twins,2.0,5.0,LG Twins,True,
2025-04-11,Samsung Lions,KT Wiz Suwon,3.0,5.0,KT Wiz Suwon,True,
2025-04-12,Doosan Bears,LG Twins,0.0,4.0,LG Twins,True,
2025-04-12,Lotte Giants,NC Dinos,2.0,0.0,Lotte Giants,False,
2025-04-12,Kiwoom Heroes,Hanwha Eagles,6.0,2.0,Kiwoom Heroes,False,
2025-04-13,Samsung Lions,KT Wiz Suwon,5.0,6.0,KT Wiz Suwon,True,
2025-04-13,SSG Landers,KIA Tigers,5.0,11.0,KIA Tigers,True,
2025-04-13,Kiwoom Heroes,Hanwha Eagles,1.0,7.0,Hanwha Eagles,True,
2025-04-13,Doosan Bears,LG Twins,9.0,2.0,Doosan Bears,False,
2025-04-13,Lotte Giants,NC Dinos,6.0,9.0,NC Dinos,True,
2025-04-15,Kiwoom Heroes,Lotte Giants,6.0,8.0,Lotte Giants,True,
2025-04-15,Hanwha Eagles,SSG Landers,2.0,0.0,Hanwha Eagles,False,
2025-04-15,KT Wiz Suwon,KIA Tigers,0.0,1.0,KIA Tigers,True,
2025-04-15,Samsung Lions,LG Twins,0.0,3.0,LG Twins,True,
2025-04-16,Samsung Lions,LG Twins,2.0,12.0,LG Twins,True,
2025-04-16,Hanwha Eagles,SSG Landers,10.0,4.0,Hanwha Eagles,False,
2025-04-16,Kiwoom Heroes,Lotte Giants,4.0,6.0,Lotte Giants,True,
2025-04-16,KT Wiz Suwon,KIA Tigers,3.0,0.0,KT Wiz Suwon,False,
2025-04-17,Kiwoom Heroes,Lotte Giants,1.0,7.0,Lotte Giants,True,
2025-04-17,KT Wiz Suwon,KIA Tigers,4.0,5.0,KIA Tigers,True,
2025-04-17,Samsung Lions,LG Twins,6.0,3.0,Samsung Lions,False,
2025-04-17,Hanwha Eagles,SSG Landers,4.0,2.0,Hanwha Eagles,False,
2025-04-18,NC Dinos,Hanwha Eagles,4.0,12.0,Hanwha Eagles,True,
2025-04-18,KIA Tigers,Doosan Bears,1.0,7.0,Doosan Bears,True,
2025-04-18,Lotte Giants,Samsung Lions,8.0,1.0,Lotte Giants,False,
2025-04-18,LG Twins,SSG Landers,5.0,1.0,LG Twins,False,
2025-04-18,KT Wiz Suwon,Kiwoom Heroes,3.0,4.0,Kiwoom Heroes,True,
2025-04-19,KIA Tigers,Doosan Bears,8.0,4.0,KIA Tigers,False,
2025-04-19,LG Twins,SSG Landers,11.0,4.0,LG Twins,False,
2025-04-19,Lotte Giants,Samsung Lions,3.0,10.0,Samsung Lions,True,
2025-04-19,KT Wiz Suwon,Kiwoom Heroes,11.0,1.0,KT Wiz Suwon,False,
2025-04-19,NC Dinos,Hanwha Eagles,2.0,7.0,Hanwha Eagles,True,
2025-04-20,KIA Tigers,Doosan Bears,6.0,2.0,KIA Tigers,False,
2025-04-20,LG Twins,SSG Landers,3.0,9.0,SSG Landers,True,
2025-04-20,Lotte Giants,Samsung Lions,4.0,3.0,Lotte Giants,False,
2025-04-20,KT Wiz Suwon,Kiwoom Heroes,5.0,0.0,KT Wiz Suwon,False,
2025-04-20,NC Dinos,Hanwha Eagles,1.0,7.0,Hanwha Eagles,True,
2025-04-22,Doosan Bears,Kiwoom Heroes,4.0,5.0,Kiwoom Heroes,True,
2025-04-22,SSG Landers,KT Wiz Suwon,3.0,9.0,KT Wiz Suwon,True,
2025-04-22,NC Dinos,LG Twins,6.0,5.0,NC Dinos,False,
2025-04-23,Hanwha Eagles,Lotte Giants,6.0,4.0,Hanwha Eagles,False,
2025-04-23,KIA Tigers,Samsung Lions,2.0,7.0,Samsung Lions,True,
2025-04-23,SSG Landers,KT Wiz Suwon,11.0,5.0,SSG Landers,False,
2025-04-23,Doosan Bears,Kiwoom Heroes,8.0,2.0,Doosan Bears,False,
2025-04-23,NC Dinos,LG Twins,0.0,3.0,LG Twins,True,
2025-04-24,NC Dinos,LG Twins,3.0,1.0,NC Dinos,False,
2025-04-24,Hanwha Eagles,Lotte Giants,3.0,5.0,Lotte Giants,True,
2025-04-24,KIA Tigers,Samsung Lions,5.0,17.0,Samsung Lions,True,
2025-04-24,SSG Landers,KT Wiz Suwon,6.0,5.0,SSG Landers,False,
2025-04-24,Doosan Bears,Kiwoom Heroes,9.0,3.0,Doosan Bears,False,
2025-04-25,Kiwoom Heroes,SSG Landers,3.0,4.0,SSG Landers,True,
2025-04-25,Lotte Giants,Doosan Bears,8.0,2.0,Lotte Giants,False,
2025-04-25,LG Twins,KIA Tigers,6.0,5.0,LG Twins,False,
2025-04-25,KT Wiz Suwon,Hanwha Eagles,2.0,1.0,KT Wiz Suwon,False,
2025-04-25,NC Dinos,Samsung Lions,6.0,10.0,Samsung Lions,True,
2025-04-26,Lotte Giants,Doosan Bears,7.0,4.0,Lotte Giants,False,
2025-04-26,LG Twins,KIA Tigers,4.0,8.0,KIA Tigers,True,
2025-04-26,Kiwoom Heroes,SSG Landers,2.0,1.0,Kiwoom Heroes,False,
2025-04-26,NC Dinos,Samsung Lions,1.0,9.0,Samsung Lions,True,
2025-04-26,KT Wiz Suwon,Hanwha Eagles,1.0,2.0,Hanwha Eagles,True,
2025-04-27,LG Twins,KIA Tigers,2.0,3.0,KIA Tigers,True,
2025-04-27,Lotte Giants,Doosan Bears,4.0,13.0,Doosan Bears,True,
2025-04-27,Kiwoom Heroes,SSG Landers,7.0,3.0,Kiwoom Heroes,False,
2025-04-27,NC Dinos,Samsung Lions,4.0,8.0,Samsung Lions,True,
2025-04-27,KT Wiz Suwon,Hanwha Eagles,3.0,4.0,Hanwha Eagles,True,
2025-04-29,LG Twins,Hanwha Eagles,2.0,3.0,Hanwha Eagles,True,
2025-04-29,Lotte Giants,Kiwoom Heroes,9.0,3.0,Lotte Giants,False,
2025-04-29,KT Wiz Suwon,Doosan Bears,3.0,2.0,KT Wiz Suwon,False,
2025-04-29,Samsung Lions,SSG Landers,3.0,1.0,Samsung Lions,False,
2025-04-29,NC Dinos,KIA Tigers,3.0,13.0,KIA Tigers,True,
2025-04-30,KT Wiz Suwon,Doosan Bears,8.0,3.0,KT Wiz Suwon,False,
2025-04-30,Samsung Lions,SSG Landers,6.0,6.0,Samsung Lions,False,
2025-04-30,NC Dinos,KIA Tigers,7.0,0.0,NC Dinos,False,
2025-04-30,Lotte Giants,Kiwoom Heroes,10.0,9.0,Lotte Giants,False,
2025-04-30,LG Twins,Hanwha Eagles,2.0,5.0,Hanwha Eagles,True,
2025-05-01,Samsung Lions,SSG Landers,1.0,4.0,SSG Landers,True,
2025-05-01,KT Wiz Suwon,Doosan Bears,3.0,3.0,KT Wiz Suwon,False,
2025-05-01,Lotte Giants,Kiwoom Heroes,5.0,0.0,Lotte Giants,False,
2025-05-02,NC Dinos,Lotte Giants,3.0,4.0,Lotte Giants,True,
2025-05-02,Doosan Bears,Samsung Lions,2.0,6.0,Samsung Lions,True,
2025-05-02,Kiwoom Heroes,KT Wiz Suwon,5.0,3.0,Kiwoom Heroes,False,
2025-05-02,Hanwha Eagles,KIA Tigers,3.0,2.0,Hanwha Eagles,False,
2025-05-02,SSG Landers,LG Twins,2.0,1.0,SSG Landers,False,
2025-05-03,SSG Landers,LG Twins,1.0,4.0,LG Twins,True,
2025-05-03,NC Dinos,Lotte Giants,13.0,4.0,NC Dinos,False,
2025-05-03,Doosan Bears,Samsung Lions,6.0,1.0,Doosan Bears,False,
2025-05-03,Kiwoom Heroes,KT Wiz Suwon,0.0,9.0,KT Wiz Suwon,True,
2025-05-04,SSG Landers,LG Twins,4.0,12.0,LG Twins,True,
2025-05-04,NC Dinos,Lotte Giants,9.0,6.0,NC Dinos,False,
2025-05-04,Doosan Bears,Samsung Lions,11.0,6.0,Doosan Bears,False,
2025-05-04,Kiwoom Heroes,KT Wiz Suwon,4.0,5.0,KT Wiz Suwon,True,
2025-05-04,Hanwha Eagles,KIA Tigers,3.0,1.0,Hanwha Eagles,False,
2025-05-05,KIA Tigers,Kiwoom Heroes,13.0,1.0,KIA Tigers,False,
2025-05-05,NC Dinos,KT Wiz Suwon,6.0,2.0,NC Dinos,False,
2025-05-05,Samsung Lions,Hanwha Eagles,1.0,3.0,Hanwha Eagles,True,
2025-05-05,LG Twins,Doosan Bears,2.0,5.0,Doosan Bears,True,
2025-05-05,SSG Landers,Lotte Giants,7.0,1.0,SSG Landers,False,
2025-05-06,SSG Landers,Lotte Giants,0.0,6.0,Lotte Giants,True,
2025-05-06,LG Twins,Doosan Bears,5.0,1.0,LG Twins,False,
2025-05-06,Samsung Lions,Hanwha Eagles,1.0,3.0,Hanwha Eagles,True,
2025-05-06,KIA Tigers,Kiwoom Heroes,5.0,3.0,KIA Tigers,False,
2025-05-06,NC Dinos,KT Wiz Suwon,6.0,3.0,NC Dinos,False,
2025-05-07,NC Dinos,KT Wiz Suwon,12.0,2.0,NC Dinos,False,
2025-05-07,SSG Landers,Lotte Giants,2.0,6.0,Lotte Giants,True,
2025-05-07,LG Twins,Doosan Bears,2.0,5.0,Doosan Bears,True,
2025-05-07,Samsung Lions,Hanwha Eagles,6.0,10.0,Hanwha Eagles,True,
2025-05-07,KIA Tigers,Kiwoom Heroes,10.0,11.0,Kiwoom Heroes,True,
2025-05-09,Hanwha Eagles,Kiwoom Heroes,7.0,5.0,Hanwha Eagles,False,
2025-05-10,LG Twins,Samsung Lions,5.0,4.0,LG Twins,False,
2025-05-10,NC Dinos,Doosan Bears,6.0,6.0,NC Dinos,False,
2025-05-10,KIA Tigers,SSG Landers,5.0,4.0,KIA Tigers,False,
2025-05-10,Lotte Giants,KT Wiz Suwon,8.0,5.0,Lotte Giants,False,
2025-05-10,Hanwha Eagles,Kiwoom Heroes,9.0,1.0,Hanwha Eagles,False,
2025-05-11,LG Twins,Samsung Lions,7.0,4.0,LG Twins,False,
2025-05-11,Hanwha Eagles,Kiwoom Heroes,8.0,0.0,Hanwha Eagles,False,
2025-05-11,NC Dinos,Doosan Bears,11.0,5.0,NC Dinos,False,
2025-05-11,KIA Tigers,SSG Landers,4.0,8.0,SSG Landers,True,
2025-05-11,Lotte Giants,KT Wiz Suwon,6.0,1.0,Lotte Giants,False,
2025-05-13,KT Wiz Suwon,Samsung Lions,3.0,5.0,Samsung Lions,True,
2025-05-13,Doosan Bears,Hanwha Eagles,4.0,3.0,Doosan Bears,False,
2025-05-13,NC Dinos,SSG Landers,3.0,6.0,SSG Landers,True,
2025-05-13,Kiwoom Heroes,LG Twins,6.0,9.0,LG Twins,True,
2025-05-13,Lotte Giants,KIA Tigers,1.0,4.0,KIA Tigers,True,
2025-05-14,Kiwoom Heroes,LG Twins,0.0,12.0,LG Twins,True,
2025-05-14,NC Dinos,SSG Landers,6.0,3.0,NC Dinos,False,
2025-05-14,Lotte Giants,KIA Tigers,4.0,0.0,Lotte Giants,False,
2025-05-14,Doosan Bears,Hanwha Eagles,7.0,1.0,Doosan Bears,False,
2025-05-14,KT Wiz Suwon,Samsung Lions,3.0,2.0,KT Wiz Suwon,False,
2025-05-15,KT Wiz Suwon,Samsung Lions,0.0,13.0,Samsung Lions,True,
2025-05-15,Doosan Bears,Hanwha Eagles,8.0,2.0,Doosan Bears,False,
2025-05-15,NC Dinos,SSG Landers,0.0,4.0,SSG Landers,True,
2025-05-15,Kiwoom Heroes,LG Twins,2.0,6.0,LG Twins,True,
2025-05-15,Lotte Giants,KIA Tigers,6.0,7.0,KIA Tigers,True,
2025-05-17,KT Wiz Suwon,LG Twins,12.0,4.0,KT Wiz Suwon,False,
2025-05-17,Samsung Lions,Lotte Giants,5.0,7.0,Lotte Giants,True,
2025-05-17,Doosan Bears,KIA Tigers,2.0,5.0,KIA Tigers,True,
2025-05-17,SSG Landers,Hanwha Eagles,0.0,1.0,Hanwha Eagles,True,
2025-05-17,Kiwoom Heroes,NC Dinos,2.0,3.0,NC Dinos,True,
2025-05-18,Kiwoom Heroes,NC Dinos,0.0,5.0,NC Dinos,True,
2025-05-18,SSG Landers,Hanwha Eagles,7.0,3.0,SSG Landers,False,
2025-05-18,Doosan Bears,KIA Tigers,4.0,5.0,KIA Tigers,True,
2025-05-18,KT Wiz Suwon,LG Twins,1.0,5.0,LG Twins,True,
2025-05-18,Samsung Lions,Lotte Giants,3.0,6.0,Lotte Giants,True,
2025-05-20,SSG Landers,Doosan Bears,5.0,3.0,SSG Landers,False,
2025-05-20,LG Twins,Lotte Giants,17.0,9.0,LG Twins,False,
2025-05-20,KIA Tigers,KT Wiz Suwon,3.0,5.0,KT Wiz Suwon,True,
2025-05-20,Samsung Lions,Kiwoom Heroes,6.0,3.0,Samsung Lions,False,
2025-05-20,Hanwha Eagles,NC Dinos,4.0,1.0,Hanwha Eagles,False,
2025-05-21,Hanwha Eagles,NC Dinos,2.0,5.0,NC Dinos,True,
2025-05-21,KIA Tigers,KT Wiz Suwon,1.0,3.0,KT Wiz Suwon,True,
2025-05-21,LG Twins,Lotte Giants,7.0,7.0,LG Twins,False,
2025-05-21,Samsung Lions,Kiwoom Heroes,6.0,1.0,Samsung Lions,False,
2025-05-21,SSG Landers,Doosan Bears,9.0,1.0,SSG Landers,False,
2025-05-22,KIA Tigers,KT Wiz Suwon,8.0,3.0,KIA Tigers,False,
2025-05-22,Samsung Lions,Kiwoom Heroes,2.0,0.0,Samsung Lions,False,
2025-05-22,Hanwha Eagles,NC Dinos,3.0,4.0,NC Dinos,True,
2025-05-22,LG Twins,Lotte Giants,4.0,11.0,Lotte Giants,True,
2025-05-22,SSG Landers,Doosan Bears,5.0,6.0,Doosan Bears,True,
2025-05-23,NC Dinos,Doosan Bears,1.0,1.0,NC Dinos,False,
2025-05-23,LG Twins,SSG Landers,3.0,2.0,LG Twins,False,
2025-05-23,KIA Tigers,Samsung Lions,7.0,6.0,KIA Tigers,False,
2025-05-23,KT Wiz Suwon,Kiwoom Heroes,7.0,5.0,KT Wiz Suwon,False,
2025-05-23,Lotte Giants,Hanwha Eagles,2.0,4.0,Hanwha Eagles,True,
2025-05-24,KT Wiz Suwon,Kiwoom Heroes,10.0,4.0,KT Wiz Suwon,False,
2025-05-24,Lotte Giants,Hanwha Eagles,8.0,6.0,Lotte Giants,False,
2025-05-24,NC Dinos,Doosan Bears,5.0,1.0,NC Dinos,False,
2025-05-24,LG Twins,SSG Landers,4.0,5.0,SSG Landers,True,
2025-05-24,KIA Tigers,Samsung Lions,4.0,8.0,Samsung Lions,True,
2025-05-25,KT Wiz Suwon,Kiwoom Heroes,2.0,0.0,KT Wiz Suwon,False,
2025-05-25,Lotte Giants,Hanwha Eagles,7.0,8.0,Hanwha Eagles,True,
2025-05-25,LG Twins,SSG Landers,9.0,3.0,LG Twins,False,
2025-05-25,NC Dinos,Doosan Bears,3.0,5.0,Doosan Bears,True,
2025-05-25,KIA Tigers,Samsung Lions,2.0,3.0,Samsung Lions,True,
2025-05-27,Kiwoom Heroes,KIA Tigers,5.0,7.0,KIA Tigers,True,
2025-05-27,Hanwha Eagles,LG Twins,1.0,2.0,LG Twins,True,
2025-05-27,Lotte Giants,Samsung Lions,3.0,7.0,Samsung Lions,True,
2025-05-27,NC Dinos,SSG Landers,1.0,1.0,NC Dinos,False,
2025-05-27,Doosan Bears,KT Wiz Suwon,1.0,2.0,KT Wiz Suwon,True,
2025-05-28,Hanwha Eagles,LG Twins,6.0,5.0,Hanwha Eagles,False,
2025-05-28,NC Dinos,SSG Landers,5.0,13.0,SSG Landers,True,
2025-05-28,Doosan Bears,KT Wiz Suwon,12.0,3.0,Doosan Bears,False,
2025-05-28,Kiwoom Heroes,KIA Tigers,7.0,13.0,KIA Tigers,True,
2025-05-29,NC Dinos,SSG Landers,5.0,6.0,SSG Landers,True,
2025-05-29,Lotte Giants,Samsung Lions,3.0,9.0,Samsung Lions,True,
2025-05-29,Doosan Bears,KT Wiz Suwon,2.0,12.0,KT Wiz Suwon,True,
2025-05-29,Kiwoom Heroes,KIA Tigers,3.0,3.0,Kiwoom Heroes,False,
2025-05-29,Hanwha Eagles,LG Twins,1.0,3.0,LG Twins,True,
2025-05-30,Samsung Lions,LG Twins,4.0,3.0,Samsung Lions,False,
2025-05-30,SSG Landers,Lotte Giants,5.0,6.0,Lotte Giants,True,
2025-05-30,Hanwha Eagles,NC Dinos,7.0,1.0,Hanwha Eagles,False,
2025-05-30,Doosan Bears,Kiwoom Heroes,9.0,4.0,Doosan Bears,False,
2025-05-30,KIA Tigers,KT Wiz Suwon,1.0,3.0,KT Wiz Suwon,True,
2025-05-31,Doosan Bears,Kiwoom Heroes,0.0,1.0,Kiwoom Heroes,True,
2025-05-31,SSG Landers,Lotte Giants,4.0,1.0,SSG Landers,False,
2025-05-31,Samsung Lions,LG Twins,4.0,2.0,Samsung Lions,False,
2025-05-31,KIA Tigers,KT Wiz Suwon,1.0,5.0,KT Wiz Suwon,True,
2025-05-31,Hanwha Eagles,NC Dinos,9.0,6.0,Hanwha Eagles,False,
2025-06-01,SSG Landers,Lotte Giants,4.0,3.0,SSG Landers,False,
2025-06-01,KIA Tigers,KT Wiz Suwon,5.0,3.0,KIA Tigers,False,
2025-06-01,Samsung Lions,LG Twins,6.0,4.0,Samsung Lions,False,
2025-06-01,Doosan Bears,Kiwoom Heroes,0.0,1.0,Kiwoom Heroes,True,
2025-06-01,Hanwha Eagles,NC Dinos,5.0,16.0,NC Dinos,True,
2025-06-03,LG Twins,NC Dinos,15.0,0.0,LG Twins,False,
2025-06-03,KT Wiz Suwon,Hanwha Eagles,1.0,10.0,Hanwha Eagles,True,
2025-06-03,KIA Tigers,Doosan Bears,11.0,3.0,KIA Tigers,False,
2025-06-03,Samsung Lions,SSG Landers,4.0,6.0,SSG Landers,True,
2025-06-03,Kiwoom Heroes,Lotte Giants,0.0,8.0,Lotte Giants,True,
2025-06-04,KIA Tigers,Doosan Bears,8.0,3.0,KIA Tigers,False,
2025-06-04,Samsung Lions,SSG Landers,1.0,4.0,SSG Landers,True,
2025-06-04,Kiwoom Heroes,Lotte Giants,9.0,6.0,Kiwoom Heroes,False,
2025-06-04,LG Twins,NC Dinos,5.0,6.0,NC Dinos,True,
2025-06-04,KT Wiz Suwon,Hanwha Eagles,3.0,4.0,Hanwha Eagles,True,
2025-06-05,KT Wiz Suwon,Hanwha Eagles,7.0,0.0,KT Wiz Suwon,False,
2025-06-05,LG Twins,NC Dinos,3.0,1.0,LG Twins,False,
2025-06-05,Samsung Lions,SSG Landers,3.0,1.0,Samsung Lions,False,
2025-06-05,KIA Tigers,Doosan Bears,1.0,2.0,Doosan Bears,True,
2025-06-05,Kiwoom Heroes,Lotte Giants,10.0,5.0,Kiwoom Heroes,False,
2025-06-06,SSG Landers,KT Wiz Suwon,3.0,10.0,KT Wiz Suwon,True,
2025-06-06,Lotte Giants,Doosan Bears,2.0,5.0,Doosan Bears,True,
2025-06-06,NC Dinos,Samsung Lions,3.0,7.0,Samsung Lions,True,
2025-06-06,Hanwha Eagles,KIA Tigers,2.0,3.0,KIA Tigers,True,
2025-06-06,LG Twins,Kiwoom Heroes,1.0,2.0,Kiwoom Heroes,True,
2025-06-07,Hanwha Eagles,KIA Tigers,3.0,2.0,Hanwha Eagles,False,
2025-06-07,LG Twins,Kiwoom Heroes,1.0,4.0,Kiwoom Heroes,True,
2025-06-07,NC Dinos,Samsung Lions,11.0,7.0,NC Dinos,False,
2025-06-07,Lotte Giants,Doosan Bears,9.0,4.0,Lotte Giants,False,
2025-06-07,SSG Landers,KT Wiz Suwon,2.0,3.0,KT Wiz Suwon,True,
2025-06-08,LG Twins,Kiwoom Heroes,7.0,2.0,LG Twins,False,
2025-06-08,Lotte Giants,Doosan Bears,4.0,2.0,Lotte Giants,False,
2025-06-08,NC Dinos,Samsung Lions,0.0,1.0,Samsung Lions,True,
2025-06-08,SSG Landers,KT Wiz Suwon,3.0,2.0,SSG Landers,False,
2025-06-08,Hanwha Eagles,KIA Tigers,6.0,7.0,KIA Tigers,True,
2025-06-10,SSG Landers,LG Twins,6.0,2.0,SSG Landers,False,
2025-06-10,Lotte Giants,KT Wiz Suwon,3.0,12.0,KT Wiz Suwon,True,
2025-06-10,Samsung Lions,KIA Tigers,8.0,0.0,Samsung Lions,False,
2025-06-10,NC Dinos,Kiwoom Heroes,2.0,2.0,NC Dinos,False,
2025-06-10,Doosan Bears,Hanwha Eagles,2.0,6.0,Hanwha Eagles,True,
2025-06-11,SSG Landers,LG Twins,4.0,6.0,LG Twins,True,
2025-06-11,Doosan Bears,Hanwha Eagles,1.0,9.0,Hanwha Eagles,True,
2025-06-11,NC Dinos,Kiwoom Heroes,7.0,1.0,NC Dinos,False,
2025-06-11,Samsung Lions,KIA Tigers,3.0,6.0,KIA Tigers,True,
2025-06-11,Lotte Giants,KT Wiz Suwon,4.0,3.0,Lotte Giants,False,
2025-06-12,Samsung Lions,KIA Tigers,2.0,1.0,Samsung Lions,False,
2025-06-12,NC Dinos,Kiwoom Heroes,8.0,6.0,NC Dinos,False,
2025-06-12,Doosan Bears,Hanwha Eagles,2.0,3.0,Hanwha Eagles,True,
2025-06-12,SSG Landers,LG Twins,6.0,8.0,LG Twins,True,
2025-06-12,Lotte Giants,KT Wiz Suwon,12.0,7.0,Lotte Giants,False,
2025-06-13,KIA Tigers,NC Dinos,1.0,4.0,NC Dinos,True,
2025-06-14,Kiwoom Heroes,Doosan Bears,1.0,4.0,Doosan Bears,True,
2025-06-14,Lotte Giants,SSG Landers,4.0,2.0,Lotte Giants,False,
2025-06-14,KT Wiz Suwon,Samsung Lions,10.0,3.0,KT Wiz Suwon,False,
2025-06-14,KIA Tigers,NC Dinos,9.0,8.0,KIA Tigers,False,
2025-06-14,LG Twins,Hanwha Eagles,2.0,2.0,LG Twins,False,
2025-06-15,LG Twins,Hanwha Eagles,5.0,10.0,Hanwha Eagles,True,
